run_id,revision,date,time,git_commit,suite,bench,mode,iterations,cycles,gate_count,pi_count,signal_count,propagation_depth,fanout_max,total_fanout_edges,runtime_min_sec,runtime_p50_sec,runtime_p90_sec,runtime_p95_sec,runtime_p99_sec,runtime_max_sec,runtime_mean_sec,runtime_stddev_sec,geps_min,geps_p50,geps_max,geps_mean,icf_min,icf_p50,icf_max,icf_mean,base_geps_p50,prev_geps_p50,delta_geps_prev_pct,base_icf_p50,prev_icf_p50,delta_icf_prev_pct,fingerprint_stable,logic_crc32,test_probes_enabled
Raw_Runner_v01|2026-03-09|09:10:13|09b3bce|perf,Raw_Runner_v01,2026-03-09,09:10:13,09b3bce,ISCAS89,s27.bench,perf,1,1,13,4,17,6,3,21,0.000000500,0.000000500,0.000000500,0.000000500,0.000000500,0.000000500,0.000000500,0.000000000,0.026000,0.026000,0.026000,0.026000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,0.00,1,0x5D2B2449,0
